mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cvec__max_df,param_cvec__max_features,param_cvec__min_df,param_cvec__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.24911823272705078,0.01803360359012152,0.052557849884033205,0.005253917077098476,0.95,3000,3,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 3000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 1)}",0.9481434058898848,0.9558258642765685,0.9507042253521126,0.9494238156209988,0.9506726457399103,0.950953991375895,0.002612183477816356,9
0.9178563117980957,0.08263461300382335,0.10328536033630371,0.01986825708356835,0.95,3000,3,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 3000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 2)}",0.9481434058898848,0.9430217669654289,0.9443021766965429,0.9500640204865557,0.9513132607303011,0.9473689261537427,0.0032163293618056375,21
0.2771285057067871,0.028733500463969566,0.06502418518066407,0.008091281649088882,0.95,4000,2,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 1)}",0.9462227912932138,0.9519846350832266,0.9532650448143406,0.9475032010243278,0.9513132607303011,0.950057786589082,0.0027132475776872017,13
0.9195074081420899,0.07052056384781005,0.11230907440185547,0.024059218027603697,0.95,4000,2,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2)}",0.9481434058898848,0.9468629961587708,0.9507042253521126,0.9468629961587708,0.9545163356822549,0.9494179918483588,0.0029095732260237474,19
0.2426907539367676,0.019571983647585653,0.05154857635498047,0.004553550864967794,0.95,4000,3,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 1)}",0.9475032010243278,0.9532650448143406,0.9539052496798975,0.9449423815620999,0.9532351057014734,0.9505701965564277,0.00364870635774358,11
0.8749989986419677,0.04778105803518389,0.09958553314208984,0.016639097883190186,0.95,4000,3,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 2)}",0.9481434058898848,0.9475032010243278,0.9507042253521126,0.9481434058898848,0.9545163356822549,0.9498021147676929,0.0026009735492652664,17
0.23111567497253419,0.003152090463969389,0.05220627784729004,0.007913789987379915,0.95,5000,2,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 1)}",0.9494238156209988,0.9526248399487837,0.9513444302176697,0.9513444302176697,0.9532351057014734,0.9515945243413191,0.0013107347512073945,5
0.8115815639495849,0.008695285194475835,0.09521427154541015,0.006354958133613265,0.95,5000,2,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2)}",0.9507042253521126,0.9468629961587708,0.9545454545454546,0.9500640204865557,0.9545163356822549,0.9513386064450298,0.002913414972686554,7
0.2413545608520508,0.015890459904708394,0.0514892578125,0.004343946729953147,0.95,5000,3,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 1)}",0.9487836107554417,0.9532650448143406,0.9507042253521126,0.9513444302176697,0.9538757206918642,0.9515946063662858,0.0018303502372507827,3
0.8122107505798339,0.014249264822737525,0.09585776329040527,0.004498227356686063,0.95,5000,3,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 2)}",0.9513444302176697,0.9468629961587708,0.9551856594110115,0.9507042253521126,0.9545163356822549,0.951722729364364,0.002986422216105463,1
