mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_cvec__max_df,param_cvec__max_features,param_cvec__min_df,param_cvec__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.027328968048095703,0.0028181370541603946,0.00683135986328125,0.003412328864900124,0.95,3000,3,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 3000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 1)}",0.8247422680412371,0.7835051546391752,0.8092783505154639,0.8134715025906736,0.8134715025906736,0.8088937556754449,0.013695370412064657,13
0.07475948333740234,0.0075978450105566135,0.0111358642578125,0.003915257545323632,0.95,3000,3,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 3000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 2)}",0.8195876288659794,0.7835051546391752,0.8247422680412371,0.8186528497409327,0.7875647668393783,0.8068105336253406,0.01754184677735306,19
0.026578426361083984,0.004269259359676417,0.008183908462524415,0.003147156286809005,0.95,4000,2,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 1)}",0.8350515463917526,0.7989690721649485,0.845360824742268,0.8031088082901554,0.7927461139896373,0.8150472731157524,0.021059247603317063,5
0.07564539909362793,0.004963607055760198,0.010256624221801758,3.4229004035239076e-05,0.95,4000,2,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2)}",0.8350515463917526,0.7783505154639175,0.8556701030927835,0.8238341968911918,0.8186528497409327,0.8223118423161158,0.025390461479470078,1
0.028139877319335937,0.0035594370899465957,0.00647425651550293,0.0034540268005356185,0.95,4000,3,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 1)}",0.8247422680412371,0.7835051546391752,0.8092783505154639,0.8134715025906736,0.8134715025906736,0.8088937556754449,0.013695370412064657,13
0.07048730850219727,0.005224343147047835,0.01382308006286621,0.003704971810801411,0.95,4000,3,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 4000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 2)}",0.8195876288659794,0.7835051546391752,0.8247422680412371,0.8186528497409327,0.7875647668393783,0.8068105336253406,0.01754184677735306,19
0.026726675033569337,0.001323630454110664,0.006793880462646484,0.0009819224254921724,0.95,5000,2,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 1)}",0.8350515463917526,0.7989690721649485,0.845360824742268,0.8031088082901554,0.7927461139896373,0.8150472731157524,0.021059247603317063,5
0.07379050254821777,0.01083123855518698,0.012267065048217774,0.003908447659304555,0.95,5000,2,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 2, 'cvec__ngram_range': (1, 2)}",0.8402061855670103,0.7783505154639175,0.8556701030927835,0.8186528497409327,0.8082901554404145,0.8202339618610118,0.02666078518951664,3
0.028408288955688477,0.00459649886341906,0.005697107315063477,0.004715810627447319,0.95,5000,3,"(1, 1)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 1)}",0.8247422680412371,0.7835051546391752,0.8092783505154639,0.8134715025906736,0.8134715025906736,0.8088937556754449,0.013695370412064657,13
0.072125244140625,0.006209385003961104,0.010619831085205079,0.005135563359325962,0.95,5000,3,"(1, 2)","{'cvec__max_df': 0.95, 'cvec__max_features': 5000, 'cvec__min_df': 3, 'cvec__ngram_range': (1, 2)}",0.8195876288659794,0.7835051546391752,0.8247422680412371,0.8186528497409327,0.7875647668393783,0.8068105336253406,0.01754184677735306,19
